station_id,name,lat,lon
CAB:Station:0f0ba49b-14e8-3333-ad3c-abc1a772b7d2,U Bhf. Bubenbad / Gänsheidstraße,48.773841857910156,9.19462776184082
CAB:Station:bb81a36e-09ef-3f0e-aeef-2ec98359c444,Charlottenplatz / Dorotheenstr.,48.775665283203125,9.182082176208496
CAB:Station:499bf0b3-8483-36fb-8d59-502291c637ff,Gablenberger Hauptstr. / Pfarrer-Pfeiffer-Weg,48.77681350708008,9.2053861618042
CAB:Station:bbd80e21-3792-3e43-a164-e6bd6f8e4174,Wilhelm-Geiger-Platz / Grazer Str.,48.81144714355469,9.158698081970215
CAB:Station:8a6c3878-0dd7-377d-b675-82170b61c2ac,Eckartstr. / Nordbahnhofstr.,48.7954216003418,9.189162254333496
CAB:Station:8b64e787-824f-3752-b24d-11338be2f84a,Wilhelmsplatz / Schlosserstr.,48.77109909057617,9.178739547729492
CAB:Station:0bcadaa3-65f9-38ee-8d55-83d4d7915625,Wilhelmsplatz / König-Karl-Str.,48.80251693725586,9.215702056884766
CAB:Station:5e0fefa1-1763-34e3-8a5a-07f2290ed58b,Neckarpark / Morlockstr.,48.798091888427734,9.226320266723633
CAB:Station:d238d078-0d97-3877-867b-650f20551a8e,Marktplatz Bad Cannstatt / 0,48.80527114868164,9.214859962463379
CAB:Station:e5730d25-99d1-3637-9958-5632a81f86db,Bahnhof Bad Cannstatt / Kegelenstr.,48.8007698059082,9.217399597167969
CAB:Station:52a29ffa-01ca-31b7-962a-30b4375eeb6f,Bhf. Untertürkheim / Arlbergstr.,48.780033111572266,9.25108528137207
CAB:Station:6e2a2441-b3a6-3151-972c-b759db1bce68,Wangener Marktplatz / Warthäuser Str.,48.77137756347656,9.245176315307617
CAB:Station:27a0921e-b663-3cce-90bf-3ae94d715161,Traifelbergplatz / Reutlinger Str.,48.74176025390625,9.1753511428833
CAB:Station:15ffef6a-1165-3bc3-a003-ef5cba23fedc,Sillenbuch / Schemppstr.,48.74169921875,9.218259811401367
CAB:Station:3f7c3cac-68cb-38f4-8f9c-88b6288c56d0,Heumaden / Bildäckerstraße,48.745948791503906,9.23326587677002
CAB:Station:b1778cc6-f3f0-3ac8-8c3c-9aa78f3187b0,Degerloch / Fernsehturm,48.755401611328125,9.18908977508545
CAB:Station:52931d1f-c51b-3e24-8553-dd24fa5b7fa6,Wilhelma / Neckartalstraße,48.80363464355469,9.207642555236816
CAB:Station:1216b7d2-3c6f-3fe7-8e7e-5261d392ca95,Jugendherberge / Haußmannstr.,48.780067443847656,9.191205978393555
CAB:Station:8c0ddd13-5fd3-3d27-9544-6f4fac1370ef,Schwabstr. / Rotebühlstr.,48.77080154418945,9.158679962158203
CAB:Station:f9ff5c19-148c-306c-99b4-1cc053f546c9,Weilimdorf Löwen-Markt / Pforzheimer Str.,48.813720703125,9.11238956451416
CAB:Station:b871bfba-d200-34be-8c1b-a7890a3144a0,Mensa-Vaihingen / Pfaffenwaldring,48.746219635009766,9.102510452270508
CAB:Station:75550a62-d602-3871-85a2-ca8ccf6b43f7,S Bhf. Österfeld / Paradiesstraße,48.73655319213867,9.11750602722168
CAB:Station:464691e3-a4cc-34c1-a388-e733f49a5058,Rotenwaldstraße / Westbahnhof,48.77103042602539,9.144639015197754
CAB:Station:c09c53d4-2c99-3892-9fff-b0353eb71b19,Regerstr. / Schumannstr.,48.77890396118164,9.128929138183594
CAB:Station:5c495531-44e7-39a0-b995-7a3088b7370c,Olgastr. / Bopserstr.,48.769500732421875,9.180580139160156
CAB:Station:dfa72705-230a-3154-85b4-9100e4b96da4,Rathaus / Marktstr.,48.774898529052734,9.179229736328125
CAB:Station:185c8b62-b349-3841-9034-e40de6a8c08d,Bürgerhaus Alte Schule / Tiefenbachstraße,48.756046295166016,9.229079246520996
CAB:Station:9691987c-976c-39c6-99f3-4f31ed3a1100,Rotebühlplatz / Rotebühlstr.,48.774810791015625,9.171956062316895
CAB:Station:4bfc02f5-ed36-3e45-95b5-43eb7c79a685,Institut für Luft- und Raumfahrttechnik / Pfaffenwaldring,48.74939727783203,9.104887962341309
CAB:Station:87675b40-48f1-352c-a908-c7b7384578c5,Königstr. / Kronenstr.,48.78190612792969,9.180290222167969
CAB:Station:b353c9eb-033f-3d60-8461-ef9cb79f7aa7,Lautenschlagerstr. / Zeppelin Carré,48.782901763916016,9.179780006408691
CAB:Station:88d9a4c8-1033-32d8-9dd3-8dc86f4db3dd,Theodor-Heuss-Str. / Friedrichstr.,48.77943420410156,9.176716804504395
CAB:Station:291e7d94-6e2a-3ef2-8c8c-bcb0fff2f949,Kleiner Schloßplatz / Theodor-Heuss-Str.,48.778099060058594,9.176210403442383
CAB:Station:157f600b-d916-3e7a-b498-beded9bd0b1e,Universität / Keplerstr.,48.78239822387695,9.175390243530273
CAB:Station:90595cd8-6425-37bb-87d8-15cf62d31160,S Bhf. Stuttgart Universität / Audimax,48.74509811401367,9.105830192565918
CAB:Station:eb098d8f-822c-3808-ab53-d02b0d5503f6,Bosch Health Campus / Haupteingang,48.815147399902344,9.186245918273926
CAB:Station:1eb3a08e-cd3f-341c-a3f6-4f942352480b,Bhf. Nordbahnhof / Nordbahnhofstr.,48.803619384765625,9.189735412597656
CAB:Station:085d8a05-0a4c-37fc-8f62-b8d4d24009d6,ILEK / Pfaffenwaldring,48.7492790222168,9.113265991210938
